HP,Damage
5.32Q,1.05B
5.32Q,1.05B
5.32Q,1.05B
5.33Q,1.05B
5.33Q,1.06B
5.33Q,1.06B
5.34Q,1.06B
5.34Q,1.06B
5.34Q,1.06B
5.35Q,1.06B
5.35Q,1.06B
5.35Q,1.06B
5.50Q,1.07B
5.50Q,1.07B
5.51Q,1.07B
5.52Q,1.07B
5.52Q,1.08B
5.52Q,1.08B
5.52Q,1.08B
5.53Q,1.08B
5.53Q,1.08B
5.53Q,1.08B
5.54Q,1.08B
5.54Q,1.08B
5.86Q,1.09B
5.86Q,1.09B
5.87Q,1.09B
5.87Q,1.09B
5.87Q,1.09B
5.88Q,1.09B
5.88Q,1.09B
5.88Q,1.09B
5.89Q,1.09B
5.89Q,1.09B
5.90Q,1.09B
5.90Q,1.09B
5.90Q,1.10B
5.90Q,1.10B
5.91Q,1.10B
5.91Q,1.10B
5.92Q,1.10B
5.92Q,1.10B
5.92Q,1.10B
5.93Q,1.10B
6.06Q,1.11B
6.06Q,1.11B
6.06Q,1.11B
6.07Q,1.11B
6.07Q,1.12B
6.07Q,1.12B
6.08Q,1.12B
6.08Q,1.12B
6.08Q,1.12B
6.09Q,1.12B
6.31Q,1.13B
6.31Q,1.13B
6.31Q,1.13B
6.32Q,1.13B
6.32Q,1.13B
6.32Q,1.13B
6.33Q,1.13B
6.33Q,1.13B
6.33Q,1.13B
6.34Q,1.13B
6.49Q,1.13B
6.49Q,1.14B
6.49Q,1.14B
6.49Q,1.14B
6.50Q,1.14B
6.50Q,1.14B
6.51Q,1.14B
6.51Q,1.14B
6.51Q,1.14B
7.23Q,1.14B
7.24Q,1.14B
7.25Q,1.14B
7.25Q,1.14B
7.25Q,1.14B
7.26Q,1.14B
7.26Q,1.15B
8.47Q,1.19B
8.47Q,1.19B
8.48Q,1.19B
8.48Q,1.19B
9.21Q,1.21B
9.22Q,1.21B
9.22Q,1.22B
9.22Q,1.22B
9.52Q,1.23B
9.53Q,1.23B
9.54Q,1.23B
9.54Q,1.23B
9.55Q,1.23B
9.55Q,1.23B
9.56Q,1.23B
9.57Q,1.24B
9.57Q,1.24B
9.58Q,1.24B
9.58Q,1.24B
9.59Q,1.24B
9.60Q,1.24B
9.60Q,1.24B
10.85Q,1.28B
10.86Q,1.28B
10.87Q,1.28B
10.88Q,1.28B
10.88Q,1.28B
10.89Q,1.28B
10.89Q,1.28B
10.90Q,1.28B
10.91Q,1.28B
10.91Q,1.29B
10.92Q,1.29B
10.92Q,1.29B
11.33Q,1.30B
11.34Q,1.30B
11.34Q,1.30B
11.35Q,1.30B
11.35Q,1.30B
11.36Q,1.30B
11.37Q,1.30B
11.37Q,1.30B
11.38Q,1.30B
11.39Q,1.30B
11.40Q,1.30B
11.40Q,1.31B
11.41Q,1.31B
11.42Q,1.31B
11.42Q,1.31B
11.43Q,1.31B
11.44Q,1.31B
11.44Q,1.31B
12.71Q,1.31B
12.71Q,1.31B
12.73Q,1.31B
12.73Q,1.31B
12.74Q,1.31B
12.75Q,1.31B
12.75Q,1.32B
12.77Q,1.32B
12.77Q,1.32B
12.78Q,1.32B
12.79Q,1.32B
12.79Q,1.32B
13.53Q,1.33B
13.54Q,1.33B
13.55Q,1.33B
13.55Q,1.33B
13.56Q,1.33B
13.57Q,1.33B
13.58Q,1.33B
13.87Q,1.35B
13.87Q,1.35B
13.88Q,1.35B
13.90Q,1.35B
13.90Q,1.35B
14.28Q,1.37B
14.28Q,1.37B
14.29Q,1.37B
14.30Q,1.37B
14.31Q,1.37B
14.32Q,1.37B
14.32Q,1.37B
14.78Q,1.38B
16.54Q,1.45B
16.54Q,1.45B
16.55Q,1.45B
16.56Q,1.45B
16.57Q,1.45B
16.58Q,1.45B
16.59Q,1.45B
16.60Q,1.45B
16.60Q,1.45B
16.61Q,1.45B
17.21Q,1.46B
17.22Q,1.46B
17.23Q,1.46B
17.24Q,1.46B
17.25Q,1.47B
17.26Q,1.47B
17.27Q,1.47B
17.28Q,1.47B
17.83Q,1.48B
17.84Q,1.48B
17.86Q,1.49B
17.87Q,1.49B
17.88Q,1.49B
17.89Q,1.49B
17.90Q,1.49B
17.92Q,1.49B
17.93Q,1.49B
17.94Q,1.49B
17.95Q,1.49B
17.95Q,1.49B
17.98Q,1.50B
17.98Q,1.50B
17.99Q,1.50B
18.00Q,1.50B
18.01Q,1.50B
18.02Q,1.50B
18.03Q,1.50B
18.04Q,1.50B
18.05Q,1.50B
18.06Q,1.50B
19.10Q,1.51B
19.11Q,1.51B
19.12Q,1.52B
19.13Q,1.52B
19.14Q,1.52B
19.15Q,1.52B
19.16Q,1.52B
19.17Q,1.52B
21.29Q,1.52B
21.30Q,1.52B
21.35Q,1.52B
21.36Q,1.53B
21.37Q,1.53B
21.38Q,1.53B
21.39Q,1.53B
21.41Q,1.53B
21.42Q,1.53B
21.43Q,1.53B
21.44Q,1.53B
21.45Q,1.53B
21.47Q,1.53B
21.48Q,1.54B
21.49Q,1.54B
21.50Q,1.54B
22.08Q,1.55B
22.10Q,1.55B
22.11Q,1.55B
22.12Q,1.56B
22.13Q,1.56B
22.14Q,1.56B
22.94Q,1.57B
22.96Q,1.57B
22.97Q,1.57B
22.98Q,1.57B
22.99Q,1.57B
23.02Q,1.57B
23.03Q,1.57B
23.04Q,1.57B
23.05Q,1.57B
23.06Q,1.58B
23.09Q,1.58B
23.10Q,1.58B
23.84Q,1.60B
23.85Q,1.60B
23.86Q,1.60B
23.88Q,1.60B
23.89Q,1.60B
23.90Q,1.60B
23.91Q,1.60B
23.93Q,1.60B
23.95Q,1.60B
23.97Q,1.60B
23.98Q,1.61B
23.99Q,1.61B
24.50Q,1.62B
24.52Q,1.62B
24.53Q,1.63B
24.54Q,1.63B
24.55Q,1.63B
24.56Q,1.63B
30.62Q,1.70B
30.63Q,1.70B
30.65Q,1.70B
30.66Q,1.70B
30.68Q,1.70B
30.70Q,1.70B
30.72Q,1.70B
30.73Q,1.71B
30.74Q,1.71B
30.76Q,1.71B
30.79Q,1.71B
30.81Q,1.71B
31.80Q,1.73B
31.81Q,1.73B
31.83Q,1.73B
31.85Q,1.73B
31.87Q,1.73B
31.88Q,1.73B
31.90Q,1.73B
31.91Q,1.73B
31.95Q,1.74B
31.97Q,1.74B
31.98Q,1.74B
32.00Q,1.74B
32.01Q,1.74B
32.05Q,1.74B
32.07Q,1.74B
32.08Q,1.74B
32.10Q,1.75B
32.11Q,1.75B
33.27Q,1.76B
33.29Q,1.76B
33.30Q,1.76B
33.32Q,1.76B
33.34Q,1.76B
33.36Q,1.76B
34.26Q,1.78B
34.27Q,1.78B
34.29Q,1.78B
34.31Q,1.78B
34.35Q,1.79B
34.36Q,1.79B
34.38Q,1.79B
34.39Q,1.79B
34.41Q,1.79B
34.44Q,1.79B
34.45Q,1.79B
34.47Q,1.79B
34.48Q,1.79B
34.50Q,1.79B
38.38Q,1.80B
38.40Q,1.80B
38.42Q,1.80B
38.43Q,1.80B
38.45Q,1.80B
38.48Q,1.80B
38.50Q,1.80B
38.52Q,1.81B
38.54Q,1.81B
38.55Q,1.81B
40.78Q,1.82B
40.80Q,1.82B
40.82Q,1.82B
40.84Q,1.82B
40.85Q,1.82B
42.18Q,1.84B
42.20Q,1.84B
42.22Q,1.84B
42.23Q,1.85B
42.25Q,1.85B
42.30Q,1.85B
42.32Q,1.85B
42.34Q,1.85B
42.36Q,1.85B
42.38Q,1.85B
42.43Q,1.85B
42.45Q,1.86B
42.47Q,1.86B
42.49Q,1.86B
48.04Q,1.91B
48.09Q,1.92B
48.12Q,1.92B
48.14Q,1.92B
48.16Q,1.92B
48.18Q,1.92B
48.22Q,1.92B
48.24Q,1.92B
53.57Q,1.92B
53.60Q,1.92B
53.62Q,1.93B
55.56Q,1.94B
55.59Q,1.94B
55.62Q,1.94B
55.64Q,1.94B
55.67Q,1.94B
55.71Q,1.94B
55.73Q,1.94B
55.76Q,1.95B
55.79Q,1.95B
55.81Q,1.95B
58.88Q,1.99B
60.13Q,2.01B
60.16Q,2.02B
60.19Q,2.02B
60.22Q,2.02B
60.26Q,2.02B
62.20Q,2.04B
62.23Q,2.04B
63.90Q,2.06B
63.93Q,2.06B
64.00Q,2.07B
64.03Q,2.07B
64.06Q,2.07B
64.09Q,2.07B
64.12Q,2.07B
64.16Q,2.07B
64.19Q,2.07B
64.22Q,2.07B
64.25Q,2.07B
64.28Q,2.08B
67.99Q,2.09B
68.02Q,2.09B
68.05Q,2.09B
68.08Q,2.09B
68.12Q,2.09B
68.20Q,2.10B
68.23Q,2.10B
68.26Q,2.10B
68.29Q,2.10B
68.32Q,2.10B
68.40Q,2.10B
68.43Q,2.10B
68.46Q,2.10B
68.49Q,2.11B
68.53Q,2.11B
68.58Q,2.11B
68.61Q,2.11B
68.64Q,2.11B
68.67Q,2.11B
68.70Q,2.11B
68.78Q,2.12B
68.81Q,2.12B
68.84Q,2.12B
68.88Q,2.12B
68.91Q,2.12B
68.96Q,2.12B
68.99Q,2.12B
69.02Q,2.12B
80.49Q,2.21B
80.53Q,2.21B
83.53Q,2.23B
83.56Q,2.23B
83.60Q,2.23B
83.64Q,2.23B
83.68Q,2.23B
83.74Q,2.23B
83.78Q,2.23B
83.82Q,2.24B
83.86Q,2.24B
83.89Q,2.24B
83.99Q,2.24B
84.03Q,2.24B
84.07Q,2.24B
84.10Q,2.24B
84.14Q,2.25B
84.21Q,2.25B
84.24Q,2.25B
84.28Q,2.25B
84.32Q,2.25B
84.36Q,2.25B
84.45Q,2.25B
84.49Q,2.26B
84.53Q,2.26B
84.57Q,2.26B
84.61Q,2.26B
84.71Q,2.26B
84.75Q,2.26B
84.79Q,2.26B
84.82Q,2.26B
84.86Q,2.27B
92.12Q,2.30B
92.16Q,2.30B
92.20Q,2.31B
92.25Q,2.31B
92.29Q,2.31B
92.36Q,2.31B
92.40Q,2.31B
92.44Q,2.31B
92.48Q,2.31B
92.53Q,2.31B
92.63Q,2.32B
92.67Q,2.32B
92.71Q,2.32B
92.75Q,2.32B
92.80Q,2.32B
92.87Q,2.32B
92.91Q,2.32B
92.95Q,2.33B
92.99Q,2.33B
93.03Q,2.33B
98.19Q,2.36B
98.23Q,2.36B
98.28Q,2.36B
98.32Q,2.36B
98.37Q,2.36B
98.44Q,2.36B
98.48Q,2.37B
98.53Q,2.37B
100.62Q,2.39B
100.66Q,2.39B
104.30Q,2.41B
104.35Q,2.41B
104.40Q,2.41B
104.44Q,2.41B
104.49Q,2.41B
104.57Q,2.41B
104.61Q,2.42B
104.66Q,2.42B
104.71Q,2.42B
104.76Q,2.42B
104.87Q,2.42B
104.92Q,2.42B
104.97Q,2.42B
105.01Q,2.43B
105.06Q,2.43B
105.18Q,2.43B
116.81Q,2.43B
116.86Q,2.43B
116.91Q,2.43B
116.97Q,2.43B
117.09Q,2.44B
120.84Q,2.46B
134.19Q,2.46B
134.25Q,2.47B
134.31Q,2.47B
134.41Q,2.47B
134.47Q,2.47B
134.53Q,2.47B
134.59Q,2.47B
134.65Q,2.47B
142.41Q,2.49B
142.48Q,2.49B
142.54Q,2.49B
142.60Q,2.49B
142.67Q,2.49B
142.77Q,2.50B
142.84Q,2.50B
142.90Q,2.50B
142.96Q,2.50B
143.03Q,2.50B
143.33Q,2.51B
143.40Q,2.51B
147.24Q,2.53B
147.30Q,2.53B
147.37Q,2.54B
147.48Q,2.54B
147.54Q,2.54B
147.61Q,2.54B
147.68Q,2.54B
147.74Q,2.54B
147.90Q,2.55B
147.97Q,2.55B
148.04Q,2.55B
148.10Q,2.55B
148.17Q,2.55B
148.28Q,2.55B
148.34Q,2.55B
148.41Q,2.56B
148.48Q,2.56B
148.54Q,2.56B
153.91Q,2.57B
153.98Q,2.58B
154.05Q,2.58B
154.12Q,2.58B
154.18Q,2.58B
154.36Q,2.58B
154.43Q,2.58B
154.50Q,2.58B
154.57Q,2.58B
154.64Q,2.59B
154.81Q,2.59B
154.88Q,2.59B
154.95Q,2.59B
155.02Q,2.59B
155.08Q,2.59B
155.20Q,2.60B
155.27Q,2.60B
155.34Q,2.60B
155.41Q,2.60B
155.47Q,2.60B
155.64Q,2.61B
155.71Q,2.61B
155.78Q,2.61B
155.85Q,2.61B
160.84Q,2.64B
160.96Q,2.64B
161.03Q,2.64B
161.10Q,2.64B
161.17Q,2.64B
161.24Q,2.64B
190.47Q,2.77B
190.55Q,2.77B
190.64Q,2.78B
190.72Q,2.78B
190.81Q,2.78B
190.95Q,2.78B
191.03Q,2.78B
191.12Q,2.78B
191.20Q,2.78B
191.29Q,2.79B
191.49Q,2.79B
191.58Q,2.79B
191.66Q,2.79B
191.75Q,2.79B
197.87Q,2.82B
202.12Q,2.85B
202.21Q,2.85B
202.30Q,2.86B
202.38Q,2.86B
202.47Q,2.86B
229.04Q,2.95B
229.14Q,2.95B
229.25Q,2.95B
229.35Q,2.95B
235.49Q,2.98B
235.76Q,2.99B
235.86Q,2.99B
235.96Q,2.99B
236.07Q,2.99B
236.17Q,2.99B
244.70Q,3.01B
244.81Q,3.01B
244.92Q,3.01B
245.03Q,3.02B
245.13Q,3.02B
245.31Q,3.02B
245.42Q,3.02B
245.53Q,3.02B
245.64Q,3.02B
245.74Q,3.02B
246.01Q,3.03B
246.12Q,3.03B
246.23Q,3.03B
246.33Q,3.03B
246.44Q,3.03B
246.62Q,3.04B
246.73Q,3.04B
246.84Q,3.04B
246.95Q,3.04B
247.05Q,3.04B
247.57Q,3.05B
247.67Q,3.05B
247.78Q,3.05B
247.89Q,3.05B
248.00Q,3.05B
248.18Q,3.06B
248.29Q,3.06B
248.40Q,3.06B
248.51Q,3.06B
248.61Q,3.06B
262.93Q,3.08B
263.04Q,3.08B
263.16Q,3.08B
263.28Q,3.09B
263.39Q,3.09B
292.57Q,3.09B
292.70Q,3.09B
292.83Q,3.09B
292.96Q,3.09B
293.09Q,3.10B
293.40Q,3.10B
293.53Q,3.10B
293.66Q,3.10B
293.79Q,3.10B
293.91Q,3.11B
294.25Q,3.11B
294.38Q,3.11B
294.51Q,3.11B
294.64Q,3.11B
294.76Q,3.11B
295.08Q,3.12B
295.21Q,3.12B
295.34Q,3.12B
295.47Q,3.12B
295.59Q,3.12B
295.81Q,3.13B
295.94Q,3.13B
296.06Q,3.13B
305.53Q,3.16B
305.66Q,3.16B
316.70Q,3.18B
316.84Q,3.19B
316.98Q,3.19B
317.11Q,3.19B
317.25Q,3.19B
317.48Q,3.19B
325.97Q,3.23B
336.37Q,3.26B
336.51Q,3.26B
336.66Q,3.26B
344.38Q,3.27B
344.53Q,3.27B
344.68Q,3.27B
344.83Q,3.28B
344.98Q,3.28B
345.23Q,3.28B
345.38Q,3.28B
345.53Q,3.28B
345.68Q,3.28B
345.83Q,3.29B
346.20Q,3.29B
346.35Q,3.29B
346.50Q,3.29B
346.65Q,3.29B
384.94Q,3.30B
385.22Q,3.30B
385.38Q,3.30B
385.55Q,3.30B
385.72Q,3.30B
385.89Q,3.30B
408.10Q,3.33B
408.27Q,3.33B
416.91Q,3.36B
417.09Q,3.36B
417.27Q,3.37B
417.74Q,3.37B
417.92Q,3.37B
418.10Q,3.37B
418.28Q,3.37B
418.46Q,3.37B
418.91Q,3.38B
419.09Q,3.38B
419.27Q,3.38B
419.45Q,3.38B
419.63Q,3.39B
419.93Q,3.39B
420.11Q,3.39B
420.29Q,3.39B
420.47Q,3.39B
420.65Q,3.39B
421.10Q,3.40B
421.28Q,3.40B
421.46Q,3.40B
421.64Q,3.40B
421.82Q,3.41B
422.12Q,3.41B
422.30Q,3.41B
422.49Q,3.41B
422.67Q,3.41B
422.85Q,3.41B
438.54Q,3.44B
438.73Q,3.44B
438.92Q,3.44B
439.10Q,3.44B
439.29Q,3.44B
439.60Q,3.45B
439.79Q,3.45B
439.98Q,3.45B
440.17Q,3.45B
440.36Q,3.45B
440.82Q,3.46B
441.01Q,3.46B
441.20Q,3.46B
441.39Q,3.46B
441.58Q,3.46B
441.89Q,3.47B
442.08Q,3.47B
442.27Q,3.47B
454.09Q,3.51B
454.28Q,3.51B
454.76Q,3.51B
454.96Q,3.51B
455.15Q,3.52B
455.34Q,3.52B
455.54Q,3.52B
456.05Q,3.52B
456.25Q,3.52B
456.44Q,3.53B
456.64Q,3.53B
456.83Q,3.53B
563.08Q,3.69B
563.32Q,3.70B
581.30Q,3.73B
581.55Q,3.74B
581.80Q,3.74B
582.21Q,3.74B
582.46Q,3.74B
582.71Q,3.74B
582.96Q,3.75B
583.20Q,3.75B
583.81Q,3.75B
584.06Q,3.75B
584.31Q,3.76B
584.56Q,3.76B
584.81Q,3.76B
585.22Q,3.76B
585.47Q,3.76B
585.72Q,3.77B
585.97Q,3.77B
586.22Q,3.77B
618.26Q,3.86B
618.53Q,3.86B
618.79Q,3.86B
619.05Q,3.86B
687.44Q,3.86B
687.92Q,3.87B
688.21Q,3.87B
688.51Q,3.87B
688.80Q,3.87B
689.09Q,3.87B
713.95Q,3.90B
714.26Q,3.90B
714.56Q,3.90B
714.86Q,3.90B
715.17Q,3.90B
715.67Q,3.91B
715.97Q,3.91B
716.28Q,3.91B
716.58Q,3.91B
716.88Q,3.91B
717.63Q,3.92B
717.93Q,3.92B
718.24Q,3.92B
718.54Q,3.93B
718.85Q,3.93B
719.64Q,3.93B
719.95Q,3.93B
720.25Q,3.93B
720.56Q,3.94B
735.78Q,3.98B
736.55Q,3.98B
736.86Q,3.99B
737.17Q,3.99B
737.48Q,3.99B
737.79Q,3.99B
738.31Q,3.99B
738.62Q,3.99B
738.93Q,4.00B
739.25Q,4.00B
739.56Q,4.00B
802.63Q,4.07B
802.97Q,4.07B
803.31Q,4.07B
803.65Q,4.07B
803.99Q,4.07B
804.54Q,4.08B
804.88Q,4.08B
805.22Q,4.08B
805.56Q,4.08B
805.90Q,4.08B
807.50Q,4.09B
807.85Q,4.09B
808.19Q,4.10B
808.53Q,4.10B
808.87Q,4.10B
809.43Q,4.10B
809.77Q,4.10B
810.11Q,4.11B
810.45Q,4.11B
810.79Q,4.11B
811.63Q,4.12B
917.53Q,4.24B
917.91Q,4.24B
947.13Q,4.29B
947.53Q,4.29B
948.19Q,4.29B
948.58Q,4.29B
948.98Q,4.29B
949.38Q,4.30B
949.78Q,4.30B
984.04Q,4.33B
984.45Q,4.33B
984.86Q,4.33B
985.28Q,4.33B
985.69Q,4.33B
986.77Q,4.34B
1.02s,4.38B
1.02s,4.39B
1.02s,4.39B
1.02s,4.39B
1.02s,4.40B
1.02s,4.40B
1.02s,4.40B
1.02s,4.40B
1.02s,4.40B
1.02s,4.41B
1.02s,4.41B
1.02s,4.41B
1.02s,4.41B
1.02s,4.41B
1.03s,4.42B
1.03s,4.42B
1.03s,4.42B
1.03s,4.43B
1.03s,4.43B
1.03s,4.43B
1.14s,4.43B
1.14s,4.43B
1.14s,4.44B
1.14s,4.44B
1.24s,4.47B
1.24s,4.47B
1.24s,4.48B
1.24s,4.48B
1.24s,4.48B
1.24s,4.48B
1.24s,4.49B
1.24s,4.49B
1.24s,4.49B
1.24s,4.49B
1.24s,4.50B
1.24s,4.50B
1.28s,4.55B
1.28s,4.55B
1.28s,4.55B
1.28s,4.55B
1.28s,4.56B
1.28s,4.56B
1.28s,4.56B
1.28s,4.56B
1.47s,4.80B
1.47s,4.80B
1.47s,4.80B
1.47s,4.80B
1.48s,4.80B
1.48s,4.81B
1.48s,4.81B
1.48s,4.81B
1.48s,4.81B
1.48s,4.82B
1.53s,4.85B
1.53s,4.85B
1.53s,4.85B
1.53s,4.85B
1.53s,4.86B
1.54s,4.86B
1.57s,4.91B
1.57s,4.91B
1.57s,4.91B
1.57s,4.92B
1.57s,4.92B
1.57s,4.93B
1.57s,4.93B
1.75s,4.93B
1.75s,4.93B
1.75s,4.94B
1.80s,4.99B
1.81s,4.99B
1.81s,4.99B
1.81s,4.99B
1.81s,5.00B
1.81s,5.01B
1.81s,5.01B
1.81s,5.01B
1.81s,5.01B
1.81s,5.02B
1.82s,5.02B
1.82s,5.02B
1.82s,5.02B
1.82s,5.02B
1.92s,5.06B
1.92s,5.06B
1.92s,5.06B
1.92s,5.06B
1.93s,5.06B
1.93s,5.07B
1.93s,5.07B
1.93s,5.07B
1.93s,5.07B
1.93s,5.08B
1.99s,5.14B
1.99s,5.14B
1.99s,5.14B
1.99s,5.14B
2.00s,5.14B
2.00s,5.15B
2.00s,5.15B
2.00s,5.15B
2.00s,5.16B
2.00s,5.16B
2.00s,5.17B
2.00s,5.17B
2.00s,5.17B
2.01s,5.17B
2.06s,5.22B
2.06s,5.23B
2.06s,5.23B
2.06s,5.23B
2.06s,5.24B
2.06s,5.24B
2.14s,5.27B
2.14s,5.27B
2.14s,5.28B
2.14s,5.28B
2.14s,5.28B
2.14s,5.28B
2.14s,5.29B
2.14s,5.29B
2.15s,5.29B
2.15s,5.29B
2.40s,5.52B
2.40s,5.53B
2.40s,5.53B
2.40s,5.53B
2.40s,5.53B
2.41s,5.54B
2.41s,5.54B
2.41s,5.54B
2.41s,5.54B
2.41s,5.55B
2.41s,5.55B
2.41s,5.56B
2.41s,5.56B
2.41s,5.56B
2.42s,5.56B
2.42s,5.57B
2.42s,5.57B
2.42s,5.57B
2.42s,5.57B
2.42s,5.58B
2.56s,5.61B
2.56s,5.61B
2.56s,5.62B
2.56s,5.62B
2.56s,5.62B
2.57s,5.63B
2.57s,5.63B
2.57s,5.63B
2.57s,5.63B
2.65s,5.69B
2.65s,5.70B
2.66s,5.70B
2.66s,5.71B
2.66s,5.71B
2.66s,5.71B
2.66s,5.72B
2.66s,5.72B
2.66s,5.72B
2.66s,5.72B
2.66s,5.72B
2.67s,5.73B
2.67s,5.73B
2.67s,5.74B
2.73s,5.80B
2.73s,5.80B
2.73s,5.80B
2.73s,5.81B
2.73s,5.81B
2.73s,5.81B
2.73s,5.81B
2.83s,5.85B
2.84s,5.86B
2.84s,5.86B
2.84s,5.86B
2.84s,5.86B
2.84s,5.87B
2.92s,5.93B
2.92s,5.93B
2.92s,5.93B
2.92s,5.94B
2.92s,5.94B
2.92s,5.95B
2.93s,5.95B
2.93s,5.95B
3.02s,6.01B
3.02s,6.02B
3.02s,6.02B
3.02s,6.02B
3.03s,6.03B
3.03s,6.03B
3.03s,6.04B
3.03s,6.04B
3.03s,6.04B
3.03s,6.04B
3.03s,6.05B
3.04s,6.05B
3.04s,6.06B
3.04s,6.06B
3.38s,6.06B
3.38s,6.06B
3.57s,6.10B
3.57s,6.10B
3.97s,6.11B
3.97s,6.11B
3.97s,6.11B
3.97s,6.12B
3.97s,6.12B
3.98s,6.12B
3.98s,6.12B
3.98s,6.13B
3.98s,6.13B
3.98s,6.14B
3.99s,6.14B
3.99s,6.14B
3.99s,6.14B
3.99s,6.15B
3.99s,6.15B
4.00s,6.15B
4.00s,6.16B
4.00s,6.16B
4.09s,6.17B
4.09s,6.18B
4.63s,6.36B
4.63s,6.37B
4.63s,6.37B
4.63s,6.37B
4.63s,6.38B
4.64s,6.38B
4.64s,6.38B
4.64s,6.38B
4.81s,6.43B
4.81s,6.43B
5.61s,6.69B
5.61s,6.69B
5.61s,6.69B
5.61s,6.70B
5.62s,6.70B
5.62s,6.71B
5.62s,6.71B
5.62s,6.71B
5.63s,6.72B
5.63s,6.72B
5.63s,6.73B
5.64s,6.73B
5.64s,6.73B
5.64s,6.74B
5.65s,6.74B
5.65s,6.74B
5.80s,6.81B
5.80s,6.82B
5.81s,6.83B
5.81s,6.83B
5.81s,6.83B
5.81s,6.83B
5.82s,6.84B
5.82s,6.84B
5.82s,6.84B
5.82s,6.85B
5.83s,6.85B
5.83s,6.85B
6.16s,6.90B
6.17s,6.90B
6.17s,6.90B
6.17s,6.90B
6.17s,6.91B
6.18s,6.91B
6.18s,6.92B
6.18s,6.92B
6.18s,6.92B
6.19s,6.92B
6.33s,7.01B
6.33s,7.01B
6.33s,7.01B
6.33s,7.01B
6.34s,7.02B
6.34s,7.02B
6.34s,7.03B
6.35s,7.03B
6.55s,7.10B
6.55s,7.10B
6.56s,7.11B
6.56s,7.12B
6.56s,7.12B
6.56s,7.12B
6.57s,7.13B
6.57s,7.13B
6.57s,7.13B
6.58s,7.14B
6.58s,7.14B
6.58s,7.14B
6.82s,7.19B
6.82s,7.19B
6.82s,7.19B
6.83s,7.20B
6.83s,7.20B
6.84s,7.21B
6.84s,7.21B
6.84s,7.21B
6.84s,7.22B
6.85s,7.22B
6.85s,7.23B
6.86s,7.23B
6.86s,7.23B
6.86s,7.24B
6.87s,7.24B
6.87s,7.25B
6.87s,7.25B
6.88s,7.25B
6.88s,7.25B
6.88s,7.26B
6.89s,7.27B
6.89s,7.27B
6.89s,7.27B
6.90s,7.27B
6.90s,7.28B
7.12s,7.36B
7.12s,7.36B
7.12s,7.36B
7.13s,7.36B
7.13s,7.37B
9.39s,7.92B
9.40s,7.93B
9.40s,7.93B
9.40s,7.93B
9.41s,7.94B
9.41s,7.94B
9.42s,7.94B
9.42s,7.95B
9.42s,7.95B
9.43s,7.95B
9.44s,7.97B
9.44s,7.97B
9.44s,7.97B
9.45s,7.97B
9.45s,7.98B
9.46s,7.98B
9.46s,7.99B
9.47s,7.99B
9.47s,7.99B
9.47s,8.00B
9.48s,8.01B
10.53s,8.01B
10.53s,8.01B
10.54s,8.02B
10.54s,8.02B
10.55s,8.03B
10.56s,8.03B
10.56s,8.03B
10.57s,8.04B
10.57s,8.04B
10.95s,8.09B
10.95s,8.09B
10.96s,8.10B
10.96s,8.10B
10.97s,8.10B
10.97s,8.11B
10.98s,8.11B
10.98s,8.12B
10.99s,8.12B
10.99s,8.12B
11.00s,8.13B
11.01s,8.14B
11.01s,8.14B
11.01s,8.14B
11.02s,8.15B
11.03s,8.15B
11.03s,8.16B
11.03s,8.16B
11.04s,8.16B
11.04s,8.16B
11.06s,8.18B
11.07s,8.18B
11.42s,8.27B
11.42s,8.27B
11.43s,8.28B
11.44s,8.28B
11.44s,8.29B
11.68s,8.37B
11.69s,8.37B
11.69s,8.38B
13.72s,8.43B
13.73s,8.43B
13.73s,8.44B
13.74s,8.44B
13.74s,8.44B
13.75s,8.45B
13.76s,8.45B
13.76s,8.46B
13.77s,8.46B
13.77s,8.46B
13.79s,8.48B
13.79s,8.48B
14.16s,8.57B
14.16s,8.57B
14.17s,8.57B
14.18s,8.58B
14.19s,8.59B
14.19s,8.59B
14.64s,8.68B
14.65s,8.68B
14.66s,8.69B
14.67s,8.70B
14.67s,8.70B
14.68s,8.70B
14.69s,8.71B
14.69s,8.71B
14.70s,8.72B
14.71s,8.72B
14.71s,8.72B
14.72s,8.73B
15.25s,8.78B
15.25s,8.78B
15.26s,8.79B
15.26s,8.79B
15.27s,8.79B
15.28s,8.80B
15.29s,8.81B
15.29s,8.81B
15.30s,8.81B
15.30s,8.81B
15.65s,8.84B
15.66s,8.84B
15.66s,8.84B
15.67s,8.85B
15.67s,8.85B
15.68s,8.86B
15.69s,8.86B
15.70s,8.86B
15.70s,8.87B
15.71s,8.87B
15.72s,8.88B
15.73s,8.89B
15.74s,8.89B
15.74s,8.89B
15.75s,8.90B
15.76s,8.90B
15.76s,8.91B
15.77s,8.91B
15.78s,8.91B
15.78s,8.92B
16.69s,8.97B
16.69s,8.98B
16.70s,8.98B
16.71s,8.98B
16.71s,8.99B
16.73s,9.00B
16.74s,9.00B
16.74s,9.00B
16.75s,9.01B
16.76s,9.01B
16.77s,9.02B
16.78s,9.03B
16.78s,9.03B
16.79s,9.03B
16.80s,9.04B
16.81s,9.04B
16.81s,9.05B
16.82s,9.05B
16.83s,9.05B
16.83s,9.06B
16.85s,9.07B
16.86s,9.07B
16.86s,9.07B
19.06s,9.35B
19.57s,9.45B
19.58s,9.46B
20.20s,9.55B
20.21s,9.56B
20.22s,9.56B
20.23s,9.56B
20.97s,9.63B
